taxon,year
conus furvus,1843
geomalacus,1843
cyclostoma glaucum,1843
trinotalia graagae,1843
seriola gracilis,1843
ogcosoma granulare,1843
rissoa guerinii,1843
heterostoma,1843
cypraea hordacea,1843
elaps jamesoni,1843
pleurotoma lactea,1843
clavatula laeta,1843
buccinum lamarkianum,1843
fusus laviae,1843
buccinum leucozonum,1843
rissoa lilacina,1843
litorinella,1843
alburnus lucidus,1843
geomalacus maculosus,1843
conus magnificus,1843
capsus mali,1843
nanina mariae,1843
megalochelys,1843
clausilia meisneriana,1843
cyclostoma melitense,1843
clavatula metula,1843
ensis minor,1843
apamea moderata,1843
triphora monilifera,1843
montfortia,1843
unio moquinianus,1843
mormyrops,1843
mystacina,1843
cyclostoma naticoides,1843
nicoletia,1843
acanthopleura nobilis,1843
delphinula nodosa,1843
helix nortoni,1843
ogcosoma,1843
oncosoma,1843
cyclostoma panayense,1843
pleurotoma papalis,1843
anatina parlatori,1843
auricula payraudeaui,1843
petaloconchus,1843
trochus philberti,1843
pleurotoma philippinensis,1843
physella,1843
physodon,1843
planorbella,1843
sigaretus planulatus,1843
pleuroxus,1843
potamanthus,1843
clavatula rava,1843
helix rizzae,1843
venerupis romani,1843
anodonta rossmaessleriana,1843
clavatula rubida,1843
triphora rubra,1843
limax rustica,1843
odostomia scalaris,1843
pupa schmidtii,1843
petaloconchus sculpturatus,1843
helix semitecta,1843
cyrtulus serotinus,1843
soronia,1843
cordulia splendens,1843
nerita subpunctata,1843
helix tenuilabris,1843
clavatula tessellata,1843
thylamys,1843
disteira triangularis,1843
pupa tricuspidata,1843
mystacina tuberculata,1843
helix tudiculata,1843
tursio,1843
otiorhynchus variegatus,1843
triphora vulpinus,1843
anomia zealandica,1843
purpura aculeata,1844
scalaria acuminata,1844
triton acuminatus,1844
narica acuta,1844
hippagus acuticostatus,1844
trochus adriaticus,1844
aegires,1844
aspius alborella,1844
alestes,1844
venus amathusia,1844
fusus ambiguus,1844
triton aquatilis,1844
arcinella,1844
natica areolata,1844
terebra argus,1844
melania aspirans,1844
mitra aureolata,1844
scalaria aurita,1844
alburnus ausonii,1844
cingula beanii,1844
scalaria bicarinata,1844
delphinus blainvillei,1844
triton bracteatus,1844
cypraea brocchii,1844
columbella broderipii,1844
scalaria bullata,1844
mitra cadaverosa,1844
cadulus,1844
auricula caffra,1844
clausilia calcarae,1844
trochus callosus,1844
nassa candens,1844
trochus candiei,1844
mitra carnicolor,1844
cantharus cecillei,1844
chilodus,1844
mitra chrysalis,1844
chrysanthia,1844
purpura chrysostoma,1844
rissoa cimicoides,1844
helix cingulina,1844
fossarus clathratus,1844
bulimus clavator,1844
clavator clavator,1844
clavator clavator,1844
conus clerii,1844
mitra coarctata,1844
scalaria cochlea,1844
natica colliei,1844
terebra columellaris,1844
mitra concentrica,1844
clausilia cornea,1844
phascogale crassicaudata,1844
nassa cremata,1844
terebra cuspidata,1844
sigaretus cuvierianus,1844
daphnella,1844
bulimus dardanus,1844
triton decapitatus,1844
cantharis denticollis,1844
mitra deshayesii,1844
leuciscus dolabratus,1844
rissoa doliolum,1844
scalaria dubia,1844
turbo egregius,1844
rissoa elata,1844
cytherea elegans,1844
haliotis elegans,1844
odostomia eulimoides,1844
natica euzona,1844
patella exigua,1844
delphinula exilissima,1844
scalaria fasciata,1844
terebra fenestrata,1844
natica flemingiana,1844
orbis foliaceus,1844
mitra fulgurita,1844
terebra funiculata,1844
rissoa galvagni,1844
nassa gaudiosa,1844
cingula globularis,1844
scalaria gracilis,1844
narica granulosa,1844
mitra granum,1844
pleurotoma granum,1844
mitra gruneri,1844
natica gualtieriana,1844
heterochelus,1844
hieraspiza,1844
hippochaeta,1844
hydrocena,1844
rissoa inconspicua,1844
anodonta inocularis,1844
columbella jaspidea,1844
trochus latispina,1844
polysphincta latistriata,1844
pleurotoma laviae,1844
scalaria laxata,1844
monodonta limbata,1844
bulimus loewii,1844
lomanotus,1844
alburnus lucidus,1844
physa ludwigii,1844
eulima macandrei,1844
natica macilenta,1844
scalaria magnifica,1844
voluta megaspira,1844
megasternum,1844
nassa moesta,1844
amnicola moussoni,1844
scalaria multicostata,1844
murex multilamellosus,1844
muraenesox,1844
myscelia,1844
myurella,1844
onchidium nanum,1844
gasterosteus nemausensis,1844
marginella nitida,1844
terebra nitida,1844
ranella nobilis,1844
mitra obeliscus,1844
spondylus obliquus,1844
columbella obscura,1844
triton obscurus,1844
octopoteuthis,1844
helix oreas,1844
daphnella ornata,1844
trochus ottoi,1844
dentalium ovulum,1844
thyreus paradoxus,1844
cardium parvum,1844
mitra pellisserpentis,1844
terebra penicillata,1844
peracle,1844
triton pfeifferianus,1844
modiola phaseolina,1844
rissoa philippi,1844
helix philippii,1844
scalaria philippinarum,1844
tellina philippinarum,1844
venus placida,1844
narica plicata,1844
scalaria plicosa,1844
fusus plumbeus,1844
polydictya,1844
poromya,1844
pseudodon,1844
pseudoophonus,1844
columbella puella,1844
fusus pulchellus,1844
scalaria pulcherrima,1844
chemnitzia pusilla,1844
nucula pusio,1844
terebra pygmaea,1844
gasterosteus quadrispinosa,1844
triton ranelloides,1844
scalaria replicata,1844
tellina robusta,1844
mitra rubritincta,1844
fusus rudis,1844
rissoa rudis,1844
mitra rueppellii,1844
pleurotoma rugulosum,1844
triton sarcostoma,1844
purpura savignyi,1844
paludina saxatilis,1844
rissoa scabra,1844
cardium scabrum,1844
scacchia,1844
columbella scalarina,1844
cyclas scaldiana,1844
triton sculptilis,1844
natica sebae,1844
paludina sirkii,1844
cyclas solida,1844
mitra speciosa,1844
scissurella striatula,1844
terebra stylata,1844
planorbis subangulatus,1844
rissoa suturalis,1844
mitra telescopium,1844
scrobicularia tenuis,1844
chemnitzia terebellum,1844
pleurotoma teres,1844
helix testae,1844
terebra textilis,1844
thyreus,1844
mitra ticaonica,1844
triton tortuosus,1844
triton truncatus,1844
bulla turgidula,1844
eulimella turris,1844
parthenia turrita,1844
limax umbrosus,1844
dentalium undulatum,1844
scalaria unifasciata,1844
parthenia ventricosa,1844
triton vestitus,1844
volvarina,1844
zephyrina,1844
cypraea zonata,1844
lymnaea acutalis,1845
alburnus acutus,1845
unio aleronii,1845
mitra amabilis,1845
mitra amanda,1845
limax anguiformis,1845
valvata annellata,1845
pleurotoma apicata,1845
coluber atratus,1845
pleurotoma aureola,1845
mitra auriculoides,1845
mitra avenacea,1845
chemnitzia babylonia,1845
terebra basterotii,1845
helix bermudensis,1845
rissoa bidentata,1845
helix bilamellata,1845
pleurotoma bilineata,1845
bosmina,1845
brachodes,1845
brachytron,1845
helix braunii,1845
helix buffoniana,1845
merodon bulborum,1845
buccinum candidissimum,1845
phorus cereus,1845
thetis cerina,1845
helix cistorum,1845
pleurotoma compta,1845
stomatella concinna,1845
catoptria conterminana,1845
valvata contorta,1845
ovulum corrugatum,1845
clausilia cumingiana,1845
diloma,1845
cypraea diluculum,1845
neritina elongatula,1845
conus encaustus,1845
ephestia,1845
mitra fastigium,1845
alburnus fracchia,1845
arion fuligineus,1845
trochus gemmatus,1845
alburnus gracilis,1845
auricula gracilis,1845
neritina guadianensis,1845
gyrotoma,1845
hieraspiza,1845
solarium implexum,1845
helix inchoata,1845
mitra infausta,1845
merodon italicus,1845
triton lacunatum,1845
rissoa lanciae,1845
monodonta lividomaculata,1845
limax lombricoides,1845
mitra luculenta,1845
anodonta macilenta,1845
sphenocephalus melanogenys,1845
helix mercatoria,1845
murex meyendorffii,1845
echinus minutus,1845
mitra mirifica,1845
mitra modesta,1845
myathropa,1845
valvata naticina,1845
cardium nebulosum,1845
pleurotoma nexa,1845
purpura nodulosa,1845
pleurotoma obeliscus,1845
buccinum obesum,1845
pleurotoma obliquicostata,1845
alburnus obtusus,1845
helix occidentalis,1845
gyrotoma ovoidea,1845
mitra pacifica,1845
pteromys pelii,1845
penthicodes,1845
rhizophagus perforatus,1845
cypraea pilula,1845
plodia,1845
helix ponentina,1845
probolus,1845
pleurotoma pumila,1845
spintharis pumila,1845
pleurotoma quadrifasciata,1845
rivula,1845
merodon rufitibius,1845
stenolophus rufus,1845
macrodon rugosus,1845
alburnus scoranza,1845
helix simplicula,1845
helix spadae,1845
spintharis,1845
alburnus strigio,1845
helix subpyramidalis,1845
thunnus,1845
helix tristis,1845
merodon tuberculatus,1845
mitra tuberosa,1845
helix turriplana,1845
mitra tusa,1845
mitra typha,1845
panorpa vulgaris,1845
rissoa warreni,1845
xestobium,1845
helix zonata,1845
scymnus abietis,1846
aclis,1846
adalia,1846
canis adustus,1846
aegirus,1846
orestias agassizii,1846
buccinum albescens,1846
anatis,1846
antalis,1846
antalium,1846
litorina antonii,1846
argo,1846
argobuccinum,1846
helix arietina,1846
ricinula armillata,1846
littorina articulata,1846
littorina aspera,1846
trochus aspersus,1846
ricinula astricta,1846
steno attenuatus,1846
alburnus avola,1846
bulimus bertheloti,1846
ricinula bicatenata,1846
auricula bronni,1846
helix bursatella,1846
achatina californica,1846
calvia,1846
helix campesina,1846
bulimus carneus,1846
chilomycterus,1846
helix circumlineata,1846
haliotis clathrata,1846
anguilla cloacina,1846
haliotis coccoradiata,1846
mangelia columbelloides,1846
chiton confossus,1846
buccinum contractum,1846
cyclostoma costatum,1846
pseudorca crassidens,1846
bulimus cretensis,1846
buccinum crocatum,1846
phidippus cyanidens,1846
cylichna,1846
clausilia cylindrica,1846
mangelia cylindrica,1846
rissoa decorata,1846
clausilia discolor,1846
haliotis discus,1846
planorbis dufourii,1846
dentalium eboreum,1846
ricinula echinata,1846
helix ehingensis,1846
helix eichwaldi,1846
epialus,1846
epiolus,1846
eulimella,1846
buccinum fasciculatum,1846
murex florifer,1846
clausilia forbesiana,1846
helix frivaldszkyi,1846
terebra fulgurata,1846
purpura galea,1846
buccinum gemmatum,1846
asclera geniculata,1846
glaucostegus,1846
purpura gradata,1846
pleurotoma granicostata,1846
helix grateloupi,1846
clausilia grayana,1846
anableps gronovii,1846
enchophora guttata,1846
sprattus haleciformis,1846
halyzia,1846
haplotarsus,1846
haplotes,1846
harmonia,1846
bulimus hartwegi,1846
bulimus hebe,1846
helix heldreichi,1846
ichthyocolla,1846
littorina intermedia,1846
kogia,1846
laemodonta,1846
mangelia lamellata,1846
helicophanta langi,1846
papilio leosthenes,1846
bulimus leucodon,1846
ricinula lineata,1846
helix linosae,1846
helix linusae,1846
lionychus,1846
litargus,1846
megaptera longipinna,1846
clausilia lopadusae,1846
globicephalus macrorhynchus,1846
monodonta margaritaria,1846
balaena marginata,1846
megaptera,1846
microlestes,1846
anguilla migratoria,1846
littorina modesta,1846
ricinula muricata,1846
trochus mutabilis,1846
helix mutata,1846
myrrha,1846
mysia,1846
myzia,1846
nephus,1846
anguilla nilotica,1846
siphonaria normalis,1846
mangelia novaehollandiae,1846
buccinum nucleolus,1846
buccinum obliquicostatum,1846
helix obolus,1846
oecobius,1846
bulimus olivaceus,1846
cyclostoma olivieri,1846
osteogeneiosus,1846
bulimus parreyssi,1846
paludina pellucida,1846
cypraea pellucidula,1846
trochus pennanti,1846
columbella philia,1846
pontoporia,1846
ricinula porphyrostoma,1846
propylea,1846
cerithium protextum,1846
columbella psilla,1846
ricinula pulchra,1846
monodonta punicea,1846
lucina quadrisulcata,1846
scymnus redtenbacheri,1846
diodon reticulatus,1846
buccinum rubiginosum,1846
helix rugosa,1846
rissoa sarsii,1846
clausilia saxatilis,1846
helix saxatilis,1846
semilimax,1846
anguilla septembrina,1846
ricinula siderea,1846
clausilia somchetica,1846
murex spectrum,1846
buccinum splendidulum,1846
bulimus spratti,1846
clausilia spratti,1846
helix spratti,1846
sprattus,1846
achatina streptostyla,1846
auricula striata,1846
catops subfuscus,1846
helix sudensis,1846
pyramidella suturalis,1846
helix syrensis,1846
bulimus syriacus,1846
bembidion tetragramma,1846
hipponix ticaonicus,1846
pleurotoma tincta,1846
helix trochlea,1846
neritina valentina,1846
neritina velascoi,1846
purpura venosa,1846
vibidia,1846
clausilia vidovichii,1846
clausilia virginea,1846
zoe,1846
clausilia abrupta,1847
acanthinula,1847
acteocina,1847
acus,1847
lymnaea adelina,1847
ancylus aduncus,1847
littorina africana,1847
alexia,1847
ambulyx,1847
bulimus andicola,1847
cyclostoma annulatum,1847
littorina antipodum,1847
cyclostoma apricum,1847
clausilia aproximans,1847
helix arcuata,1847
argus,1847
clausilia armata,1847
bulimus athensis,1847
turbinella australiensis,1847
helix barclayana,1847
turbinella barclayi,1847
bela,1847
bulimus bicallosus,1847
clausilia bigibbosa,1847
helix binneyana,1847
vitrina birmanica,1847
bittium,1847
clausilia boissieri,1847
helix boissieri,1847
bostryx,1847
broderipia,1847
bulimus bronni,1847
achatina bulimoides,1847
clausilia buschii,1847
callochiton,1847
bulimus castrensis,1847
bulimus castus,1847
clausilia cecilii,1847
charonia,1847
bulimus chrysalis,1847
cittarium,1847
helix codonodes,1847
turbinella concentrica,1847
bulimus coniformis,1847
glomeris connexa,1847
helix contermina,1847
melania costulata,1847
craspedopoma,1847
helix crassilabris,1847
helix cremnophila,1847
helix crenimargo,1847
helix cumiae,1847
parmacella cumingi,1847
coccoborus cyanoides,1847
helix cyparissias,1847
helix cypria,1847
delphax denticauda,1847
helix dictyodes,1847
pupa dimidiata,1847
dolabrifera,1847
eucampe donovani,1847
bulimus draparnaudi,1847
bulimus ehrenbergi,1847
pupa elegantula,1847
endotricha,1847
entale,1847
entalis,1847
bulimus erubescens,1847
siphia erythaca,1847
euchelus,1847
fossar,1847
buccinum foveolatum,1847
bulimus frivaldskyi,1847
gadila,1847
fissurella gemmata,1847
turbinella gemmata,1847
genota,1847
turbo geryonius,1847
helix gigaxii,1847
cylindrella goldfussi,1847
gouldia,1847
pomatias gracilis,1847
helix gradata,1847
pupa gruneri,1847
cindrella hanleyana,1847
heterotoma,1847
chiton hindsii,1847
raphitoma histrix,1847
buccinum horridum,1847
hyalina,1847
clausilia intermedia,1847
littorina interrupta,1847
clausilia italiana,1847
jaminea,1847
bulimus jordani,1847
chama jukesi,1847
littorina knysnaensis,1847
clytus lama,1847
achatina lamarckiana,1847
clausilia largillierti,1847
leptochiton,1847
leucozonia,1847
helix lignaria,1847
achatina lindoni,1847
helix lindoni,1847
lobiger,1847
lunatia,1847
macrochlamys,1847
valvata macrostoma,1847
turbinella maculata,1847
margarites,1847
helix mighelsiana,1847
acmaea mitella,1847
clausilia montana,1847
mopalia,1847
bulimus moricandi,1847
bulimus moritzianus,1847
helix moutonii,1847
turbinella nassoides,1847
bulimus neglectus,1847
vitrina nitida,1847
ocenebra,1847
octotemnus,1847
bulimus olivieri,1847
onithochiton,1847
planorbis opercularis,1847
helix osbeckii,1847
osilinus,1847
otina,1847
helix oxygyra,1847
oxystele,1847
helix pachyloma,1847
succinea pallida,1847
pupa parcedentata,1847
melania parreyssii,1847
otiorhynchus pauxillus,1847
littorina paytensis,1847
helix pemphigodes,1847
clausilia peruana,1847
petasina,1847
philippia,1847
clausilia philippiana,1847
lobiger philippii,1847
succinea pinguis,1847
platyrhacus,1847
plaxiphora,1847
polygyratia,1847
nerita porcata,1847
bulimus porphyrius,1847
helix portoricensis,1847
bulimus pruninus,1847
turbinella pulchella,1847
clausilia punctulata,1847
margarita pusilla,1847
pusionella,1847
achatina rangiana,1847
raphitoma,1847
unio ravoisieri,1847
buccinum reeveanum,1847
helix rhytiphora,1847
bulimus rimatus,1847
ringicella,1847
helix rissoana,1847
rissoella,1847
clausilia robusta,1847
bulimus rossmaessleri,1847
helix rostrata,1847
stomatella rufescens,1847
helix sabaea,1847
pupa sagraiana,1847
clausilia sandrii,1847
turbinella sanguiflua,1847
balea sarsii,1847
bulimus sayi,1847
scurria,1847
scutellina,1847
helix secernenda,1847
helix seckendorffiana,1847
helix seetzeni,1847
